step,proxy_reward,true_reward,policy_entropy,distinct_completions,kl_to_ref,kl_loss_fraction,grad_norm,half_batch_grad_cosine,half_batch_grad_cosine_centered,max_abs_advantage,group_pass_rate,frac_degenerate_groups,tokens
0,0.515625,0.515625,0.47767564018384767,97,0.0,0.0,1.6440849304199219,0.6756179332733154,0.5348774194717407,1.0,0.515625,0.0625,1523
1,0.453125,0.453125,0.42809794372294374,98,0.0,0.0,2.071425199508667,0.896196186542511,0.4469738006591797,1.0,0.453125,0.1875,1848
2,0.5,0.5,0.4752394932014833,100,0.0,0.0,1.3937933444976807,0.6754025220870972,0.7122973799705505,1.0,0.5,0.1875,1618
3,0.5,0.5,0.4243999323867478,88,0.0,0.0,1.3535350561141968,0.678857147693634,-0.021035151556134224,1.0,0.5,0.0625,1479
4,0.4140625,0.4140625,0.39336818932306,108,0.0,0.0,0.8588883280754089,-0.10261683911085129,0.8682355880737305,1.0,0.4140625,0.0625,1817
5,0.703125,0.703125,0.3199397869383974,102,0.0,0.0,2.1214373111724854,0.705767035484314,0.36619359254837036,1.0,0.703125,0.0625,2159
6,0.6484375,0.6484375,0.28952205882352944,85,0.0,0.0,1.7254753112792969,0.7854751944541931,0.5365228652954102,1.0,0.6484375,0.0,1972
7,0.6484375,0.6484375,0.3050842476489028,68,0.0,0.0,2.455443859100342,0.6358935236930847,0.35374152660369873,1.0,0.6484375,0.0,1595
8,0.75,0.75,0.2902456647398844,78,0.0,0.0,2.1842353343963623,0.7007548809051514,0.6345439553260803,1.0,0.75,0.0,1730
9,0.46875,0.46875,0.2896857923497268,88,0.0,0.0,0.9266892075538635,0.7558505535125732,0.598625659942627,1.0,0.46875,0.1875,1830
10,0.6484375,0.6484375,0.32650047258979203,100,0.546875,0.0,1.332258939743042,0.7690577507019043,0.4738815128803253,1.0,0.6484375,0.0625,2116
11,0.6171875,0.6171875,0.2663352272727273,70,0.0,0.0,2.0709404945373535,0.670310914516449,-0.18883317708969116,1.0,0.6171875,0.0625,1716
12,0.6171875,0.6171875,0.25995215941011235,67,0.0,0.0,1.175972580909729,0.47257736325263977,0.6882318258285522,1.0,0.6171875,0.125,1424
13,0.7109375,0.7109375,0.2033765774586597,51,0.0,0.0,0.8488162159919739,0.3576340973377228,0.39241960644721985,1.0,0.7109375,0.0,1149
14,0.5390625,0.5390625,0.2544753725165563,65,0.0,0.0,0.6876829266548157,-0.04901852831244469,0.02945621870458126,1.0,0.5390625,0.125,1208
15,0.578125,0.578125,0.22811192468619246,53,0.0,0.0,0.41113460063934326,0.29785504937171936,0.23933452367782593,1.0,0.578125,0.1875,1195
16,0.5,0.5,0.26679555976430974,67,0.0,0.0,0.7499358057975769,-0.10564565658569336,0.4312238395214081,1.0,0.5,0.125,1188
17,0.5546875,0.5546875,0.17373178251121077,50,0.0,0.0,0.29689842462539673,0.08436805009841919,-0.10928864777088165,1.0,0.5546875,0.125,1115
18,0.7109375,0.7109375,0.1314500231910946,40,0.0,0.0,0.3021959364414215,0.1690785437822342,0.031858839094638824,1.0,0.7109375,0.0,1078
19,0.6796875,0.6796875,0.15595278532608695,42,0.0,0.0,0.5001305341720581,0.2899727523326874,0.33792829513549805,1.0,0.6796875,0.125,1104
20,0.5234375,0.5234375,0.15871308836589698,54,2.2734375,0.0,0.3923320770263672,-0.17094559967517853,-0.03797835856676102,1.0,0.5234375,0.125,1126
21,0.7421875,0.7421875,0.12574404761904762,40,0.0,0.0,0.6411402821540833,0.35092025995254517,0.17306384444236755,1.0,0.7421875,0.0,1113
22,0.78125,0.78125,0.10458532016348773,35,0.0,0.0,0.27176782488822937,0.1760944277048111,0.2701173722743988,1.0,0.78125,0.0,1101
23,0.734375,0.734375,0.12075253070973613,45,0.0,0.0,0.39933329820632935,0.05264934524893761,0.02328602597117424,1.0,0.734375,0.0,1099
24,0.765625,0.765625,0.11354308197463768,40,0.0,0.0,0.23767632246017456,0.04535071924328804,0.13091979920864105,1.0,0.765625,0.0,1104
