step,proxy_reward,true_reward,policy_entropy,distinct_completions,kl_to_ref,kl_loss_fraction,grad_norm,half_batch_grad_cosine,half_batch_grad_cosine_centered,max_abs_advantage,group_pass_rate,frac_degenerate_groups,tokens
0,0.5275234375,0.515625,0.47767564018384767,97,0.0,0.0,32.73879623413086,0.6594434380531311,,2.6457513110648425,0.515625,0.0,1523
1,0.4598671875,0.4453125,0.43270263016639826,100,0.02508544921875,0.00021253060540907197,54.74858856201172,0.8779662251472473,,2.6457062198771073,0.4453125,0.0,1863
2,0.560625,0.546875,0.4881747159090909,98,0.0653076171875,0.00043688102673165787,30.885530471801758,0.15306535363197327,,2.645746120154135,0.546875,0.0,1760
3,0.6000624999999999,0.5859375,0.3824281370923162,97,0.13616943359375,0.0012155265951607223,54.54627990722656,0.7461467981338501,,2.6457500155575207,0.5859375,0.0,1808
4,0.55575,0.5390625,0.35381554307116103,109,0.42620849609375,0.003747585643575249,40.07415771484375,0.6969526410102844,,2.6453398014619434,0.5390625,0.0,2136
5,0.698265625,0.6796875,0.3005414213624895,103,0.72320556640625,0.0055565139592524265,23.482139587402344,0.45184972882270813,,2.645739754142077,0.6796875,0.0,2378
6,0.7455468749999999,0.7265625,0.24772376543209876,95,0.782470703125,0.007607816185487993,18.917783737182617,0.42782336473464966,,2.6457513110645907,0.7265625,0.0625,2430
7,0.6695078125,0.6484375,0.25447256210604374,99,1.32220458984375,0.010909813539505793,23.863924026489258,0.5733509063720703,,2.6457513110645907,0.6484375,0.0,2697
8,0.7879453125,0.765625,0.24404970248512425,115,1.6630859375,0.012360744293907,28.179733276367188,0.08349668234586716,,2.6454491765377353,0.765625,0.0,2857
9,0.533125,0.5078125,0.2539351851851852,117,2.00469970703125,0.01461640557466015,21.91665267944336,0.4808926582336426,,2.645692286896875,0.5078125,0.0,3240
10,0.823265625,0.796875,0.2289076376554174,106,1.1893310546875,0.00927592086072415,26.748201370239258,0.5888566374778748,,2.64572031361833,0.796875,0.0,3378
11,0.7129609375,0.6875,0.21601718318502608,116,1.93695068359375,0.014808847860787032,13.153555870056152,-0.03949790820479393,,2.6456790942887984,0.6875,0.0,3259
12,0.605375,0.578125,0.24190312410432788,120,2.72705078125,0.017638780050176567,12.936553001403809,-0.05852239578962326,,2.6457245605688318,0.578125,0.0,3488
13,0.7686562499999999,0.7421875,0.21037485242030696,112,4.48565673828125,0.03625726709856392,30.046772003173828,0.6318699717521667,,2.6456761779600666,0.7421875,0.0,3388
14,0.599328125,0.5703125,0.22399057873485867,119,3.45025634765625,0.02523463706041856,14.227829933166504,0.0684056505560875,,2.6456286220086227,0.5703125,0.0,3714
15,0.7475390625,0.71875,0.25502035278154683,123,3.345947265625,0.019654416417640215,15.287769317626953,0.25944191217422485,,2.645667909377277,0.71875,0.0,3685
16,0.5374687499999999,0.5078125,0.23353530031612224,119,2.8258056640625,0.020292613054707666,20.813674926757812,0.11025792360305786,,2.6456530446847886,0.5078125,0.0,3796
17,0.584953125,0.5546875,0.21534589571502324,121,4.8018798828125,0.031878696119431046,12.677578926086426,-0.22145625948905945,,2.6457362829186124,0.5546875,0.0,3874
18,0.741296875,0.7109375,0.19862969634585692,115,3.32769775390625,0.025122036856651275,14.878019332885742,-0.06241927295923233,,2.6457078706127404,0.7109375,0.0,3886
19,0.6799921875,0.6484375,0.20560921248142644,119,3.8553466796875,0.025293143705497005,12.588924407958984,-0.2348560243844986,,2.645746124603791,0.6484375,0.0,4039
20,0.6171015625,0.5859375,0.19786967418546367,113,8.62872314453125,0.05677663584787944,47.43423843383789,0.11348621547222137,,2.6456274000307616,0.5859375,0.0,3989
21,0.7198671875,0.6875,0.1984903381642512,116,3.4569091796875,0.020076206498022702,19.248624801635742,0.2886877954006195,,2.645739479540497,0.6875,0.0,4143
22,0.82871875,0.796875,0.16918077017414765,105,3.49603271484375,0.025330320072290843,15.640551567077637,-0.15810850262641907,,2.6457226796324504,0.796875,0.0,4076
23,0.751484375,0.71875,0.18984244449749343,109,4.1710205078125,0.028105333206285336,13.997706413269043,0.09010939300060272,,2.6456506701133184,0.71875,0.0,4190
24,0.7503828124999999,0.71875,0.17102988392195603,110,4.47119140625,0.033630767175478776,19.062185287475586,0.40484538674354553,,2.6457430921371454,0.71875,0.0,4049
25,0.75828125,0.7265625,0.15921959625800097,102,5.369873046875,0.04863346217681454,15.483306884765625,0.25185495615005493,,2.6457213610775185,0.7265625,0.0,4060
26,0.7424375,0.7109375,0.14705882352941177,101,10.57049560546875,0.09727696724716131,47.96965026855469,0.7091236710548401,,2.6457513110647586,0.7109375,0.0,4032
27,0.735953125,0.703125,0.16387830435818052,108,4.43389892578125,0.03604727902464682,20.595991134643555,0.3724121153354645,,2.6457306089523196,0.703125,0.0,4202
28,0.81478125,0.78125,0.16253202888423013,109,4.8441162109375,0.03445531474619182,14.436448097229004,-0.103042833507061,,2.645717359076667,0.78125,0.0,4292
29,0.673890625,0.640625,0.1642277856135402,110,6.2711181640625,0.04533534375649274,15.738545417785645,0.2863428294658661,,2.6457513110645903,0.640625,0.0,4258
30,0.589328125,0.5546875,0.17384927797833935,114,5.7757568359375,0.04183635884857172,22.832172393798828,0.07114704698324203,,2.645731101696776,0.5546875,0.0,4434
31,0.791828125,0.7578125,0.15373563218390804,105,4.93505859375,0.03647718360195947,19.72195816040039,0.3742733299732208,,2.645739638234897,0.7578125,0.0,4354
32,0.75978125,0.7265625,0.1453727657572907,106,5.5853271484375,0.043647169086872224,15.504683494567871,-0.03674188628792763,,2.6457323547368228,0.7265625,0.0,4252
33,0.6756875,0.640625,0.15498329621380846,107,5.6551513671875,0.041937026793163315,11.825432777404785,-0.013912850990891457,,2.6457087611991636,0.640625,0.0,4488
34,0.721046875,0.6875,0.14443020274994173,116,5.7374267578125,0.04556612003230036,23.09410285949707,0.6679847836494446,,2.6456742239338316,0.6875,0.0,4294
35,0.6513203125,0.6171875,0.15194113605130555,111,19.4727783203125,0.14105601010164093,111.05084991455078,-0.11130420863628387,,2.6457513110644646,0.6171875,0.0,4369
36,0.6909609375,0.65625,0.154062570335359,110,5.36431884765625,0.04423120946419752,10.228514671325684,-0.015532845631241798,,2.6457461201541346,0.65625,0.0,4443
37,0.6358046875,0.6015625,0.1425148334094021,112,7.09552001953125,0.06164580507144962,16.325862884521484,0.4858301281929016,,2.645692817490028,0.6015625,0.0,4383
38,0.8082265625,0.7734375,0.1354494382022472,102,5.81982421875,0.05096289660935487,14.945865631103516,0.39220285415649414,,2.6457362176729258,0.7734375,0.0,4453
39,0.7074921875,0.671875,0.15099363197189283,110,7.53106689453125,0.04780808341510721,15.432580947875977,0.21345877647399902,,2.6457179841990093,0.671875,0.0,4559
40,0.68403125,0.6484375,0.14595676980469607,100,12.88385009765625,0.09557099742202929,77.87682342529297,-0.1999313235282898,,2.6457215404025445,0.6484375,0.0,4556
41,0.6531328125,0.6171875,0.13230343179843615,110,13.69488525390625,0.1096858393360589,56.12045669555664,0.003926237113773823,,2.6457363128399947,0.6171875,0.0,4601
42,0.6999609375,0.6640625,0.12475532840365376,105,5.98309326171875,0.05381177489049163,11.975944519042969,0.025700045749545097,,2.6457513110645907,0.6640625,0.0,4595
43,0.699875,0.6640625,0.14127235063235935,101,6.66888427734375,0.046398015547749395,13.522621154785156,-0.04944746941328049,,2.64571703012235,0.6640625,0.0,4584
44,0.8317578125,0.796875,0.1128076062639821,98,9.3857421875,0.0902619560728982,11.548601150512695,-0.07270846515893936,,2.64574266203722,0.796875,0.0,4465
45,0.86328125,0.828125,0.10680204172214824,101,8.610595703125,0.08981132513896346,14.041557312011719,0.07254984229803085,,2.645746093335548,0.828125,0.0,4500
46,0.73178125,0.6953125,0.1287473233404711,105,7.29815673828125,0.055390457140468176,13.343168258666992,0.17673024535179138,,2.6457513110644646,0.6953125,0.0,4668
47,0.7857421875,0.75,0.11395933537385221,95,7.86181640625,0.08324617963028519,15.54761791229248,0.31537723541259766,,2.64575131106454,0.75,0.0,4575
48,0.7713984375,0.734375,0.13004543533389687,96,8.0166015625,0.051382515904221514,14.989805221557617,0.09824004024267197,,2.6457460512027766,0.734375,0.0,4739
49,0.7556015625,0.71875,0.10777141645462256,89,7.6934814453125,0.07777803487825007,10.931222915649414,0.11293061077594757,,2.64575131106454,0.71875,0.0625,4717
50,0.5065,0.46875,0.1346353087443017,103,7.03851318359375,0.0568660340109369,13.364554405212402,0.24450236558914185,,2.6457513110645903,0.46875,0.0,4832
51,0.7475859375,0.7109375,0.10308233788395904,88,7.66339111328125,0.08881225187073144,9.00609016418457,0.10979446768760681,,2.6457513110645907,0.7109375,0.0,4691
52,0.7473046875,0.7109375,0.09440775343642611,86,11.93438720703125,0.11892659643224164,27.485782623291016,0.05106944590806961,,2.6457513110648425,0.7109375,0.0,4655
53,0.661609375,0.625,0.10662862627986348,101,7.8995361328125,0.0812159042321756,23.41128158569336,0.023459095507860184,,2.6457127353728342,0.625,0.0625,4686
54,0.693109375,0.65625,0.10096357475645913,86,10.68841552734375,0.11058501397791949,17.617536544799805,-0.04592621698975563,,2.64575131106454,0.65625,0.0,4718
55,0.7785,0.7421875,0.09177249246663796,81,7.01708984375,0.08305628159726286,10.110819816589355,-0.0018308751750737429,,2.6457513110644646,0.7421875,0.0,4648
56,0.7487265625,0.7109375,0.1081989247311828,79,8.095947265625,0.09354815589748978,8.968667030334473,0.11700121313333511,,2.6457513110648425,0.7109375,0.0,4837
57,0.685203125,0.6484375,0.10006903143585387,94,8.2159423828125,0.09128747484440407,15.083523750305176,0.2465955764055252,,2.6457513110648425,0.6484375,0.0,4706
58,0.708265625,0.671875,0.0966652369719065,86,10.097412109375,0.09968228666234392,19.05352210998535,0.376578152179718,,2.6457513110648425,0.671875,0.0625,4658
59,0.7409453125000001,0.703125,0.11767134599504542,81,7.05523681640625,0.07029483887725473,12.078632354736328,0.05304940417408943,,2.6457513110648425,0.703125,0.0625,4841
60,0.85646875,0.8203125,0.0829820579334198,74,8.88677978515625,0.10459987075072118,12.741446495056152,0.024055616930127144,,2.6457513110648425,0.8203125,0.0,4628
61,0.63065625,0.59375,0.10418429961912823,86,7.278564453125,0.07128424407016942,10.91682243347168,-0.09195203334093094,,2.6457513110645907,0.59375,0.0,4724
62,0.747703125,0.7109375,0.10056311092222694,90,7.464599609375,0.07085631933141298,10.774409294128418,-0.11385007202625275,,2.6457513110648425,0.7109375,0.0,4706
63,0.623625,0.5859375,0.11134997927890593,86,9.688232421875,0.07314983660966554,18.17054557800293,0.3655906915664673,,2.6457513110645907,0.5859375,0.0,4824
64,0.7863203125,0.75,0.10722353700516352,87,10.60595703125,0.08519295185307343,14.431396484375,-0.025612127035856247,,2.6457513110647586,0.75,0.0,4649
65,0.6302578125,0.59375,0.10980958493795465,97,9.2647705078125,0.09095348545974971,8.80048942565918,-0.08419424295425415,,2.6457513110644646,0.59375,0.0,4673
66,0.71709375,0.6796875,0.10432330827067669,82,8.187744140625,0.08874526693811613,13.193603515625,0.4228643774986267,,2.6457513110648425,0.6796875,0.0,4788
67,0.9181875,0.8828125,0.09065054119726088,83,9.224365234375,0.11549447039712447,9.619455337524414,-0.3072492778301239,,2.6457513110647586,0.8828125,0.0,4528
68,0.856921875,0.8203125,0.1042910447761194,84,9.56964111328125,0.1038558098046796,10.825998306274414,-0.04294769838452339,,2.6457513110645903,0.8203125,0.0625,4686
69,0.8801171875,0.84375,0.10780579399141631,90,8.9207763671875,0.09429936991758289,9.873506546020508,0.048975925892591476,,2.645746124603791,0.84375,0.0,4655
70,0.8799296875,0.84375,0.09800215982721382,83,8.068359375,0.0883025004579884,12.215157508850098,0.1859975904226303,,2.6457513110645907,0.84375,0.0,4631
71,0.8084140625,0.7734375,0.1038083538083538,88,10.1773681640625,0.120356824138492,10.591630935668945,0.02632763423025608,,2.645659701524471,0.7734375,0.125,4477
72,0.6687109375,0.6328125,0.11209712543554007,92,11.5699462890625,0.10961224988970081,20.387868881225586,0.03705744817852974,,2.6457513110648425,0.6328125,0.0,4595
73,0.84840625,0.8125,0.10480182926829268,88,10.3663330078125,0.10600705555903607,9.119735717773438,-0.24370282888412476,,2.6457513110645907,0.8125,0.0,4596
74,0.8018046875,0.765625,0.11330488331892827,90,8.0638427734375,0.0876606786357617,14.850910186767578,0.4590505361557007,,2.6457513110647586,0.765625,0.0,4631
75,0.745609375,0.7109375,0.11857674104124408,93,11.8751220703125,0.11132025083989254,14.496761322021484,-0.09904781728982925,,2.6457513110648425,0.7109375,0.0,4438
76,0.7292265625,0.6953125,0.12045035706058511,104,11.736572265625,0.10871796930356405,22.097726821899414,-0.10000095516443253,,2.5649458802129015,0.6953125,0.0,4341
77,0.7554453125,0.71875,0.11967858663260962,93,7.40478515625,0.0680121804702536,13.00809097290039,0.095027856528759,,2.6457513110646325,0.71875,0.0,4697
78,0.5907421875,0.5546875,0.11638491547464239,104,9.510009765625,0.0850258755067122,16.958663940429688,0.641082763671875,,2.6457513110645907,0.5546875,0.0,4615
79,0.731296875,0.6953125,0.13792354474370114,101,9.09326171875,0.0707884500516924,9.91650104522705,-0.16164205968379974,,2.645703515204294,0.6953125,0.0,4606
80,0.7779375,0.7421875,0.12057570461000655,100,9.3350830078125,0.09548686346246639,15.792790412902832,0.10543753206729889,,2.6457513110648425,0.7421875,0.0,4576
81,0.7539453125,0.71875,0.13376803551609323,97,9.400390625,0.07372856274516539,14.214673042297363,0.029448656365275383,,2.6456711045766563,0.71875,0.0,4505
82,0.8948203124999999,0.859375,0.13870239929561964,95,8.815673828125,0.07614700458758342,9.37679672241211,-0.4494578242301941,,2.6457513110644646,0.859375,0.0625,4537
83,0.708265625,0.671875,0.14503652771809197,99,9.64019775390625,0.06779006304417921,13.074450492858887,-0.02215183712542057,,2.6457364893655475,0.671875,0.0,4658
84,0.8412421875,0.8046875,0.13352029914529914,104,9.25531005859375,0.06907817395581012,14.913322448730469,0.030778169631958008,,2.6457357525352396,0.8046875,0.0,4679
85,0.9108125,0.875,0.14070338058887677,102,10.39508056640625,0.08964768661287295,18.172048568725586,0.36947569251060486,,2.6457129019156795,0.875,0.0,4584
86,0.911078125,0.875,0.1409366869037294,108,8.120849609375,0.058821273440428,15.636564254760742,0.34426283836364746,,2.6457490357591684,0.875,0.0,4618
87,0.6391796875,0.6015625,0.1560035284350353,111,8.64569091796875,0.06197046984681065,13.514551162719727,-0.020861268043518066,,2.645742629328482,0.6015625,0.0,4815
88,0.7704453124999999,0.734375,0.14718790637191156,116,10.1156005859375,0.07623712425585441,12.519594192504883,0.17893990874290466,,2.645743245064939,0.734375,0.0,4617
89,0.7314609375,0.6953125,0.13551124081279722,102,10.8519287109375,0.08260629029817002,11.45350170135498,-0.2525312304496765,,2.6457487163474736,0.6953125,0.0,4627
90,0.8031328125,0.765625,0.1428831736776343,116,9.0736083984375,0.07563200761397416,10.97028923034668,-0.2712971270084381,,2.645733205185981,0.765625,0.0,4801
91,0.7786562499999999,0.7421875,0.1604309605488851,116,12.817626953125,0.07709077086411648,18.539060592651367,-0.05014803260564804,,2.645720224267474,0.7421875,0.0,4668
92,0.748890625,0.7109375,0.16680395387149918,115,9.87237548828125,0.05955085674607689,11.556690216064453,-0.4084666967391968,,2.645748722271474,0.7109375,0.0,4858
93,0.780046875,0.7421875,0.14786333608587943,118,10.67010498046875,0.07257334474191289,20.057640075683594,0.3773704469203949,,2.6457394308156705,0.7421875,0.0,4846
94,0.6777890624999999,0.640625,0.15875682486350273,108,10.9736328125,0.07092408970126929,12.993459701538086,-0.02756938338279724,,2.6457469927150914,0.640625,0.0,4757
95,0.7873984374999999,0.75,0.1433347262849979,112,10.05859375,0.08347486937265634,11.08022689819336,-0.2743074297904968,,2.6457500051324523,0.75,0.0,4787
96,0.755546875,0.71875,0.15890280135823429,116,10.533203125,0.07504922392778922,15.780315399169922,0.3750009536743164,,2.645727573967882,0.71875,0.0,4710
97,0.748375,0.7109375,0.1406054279749478,115,11.164306640625,0.08624056443260358,12.24731159210205,-0.17004279792308807,,2.645739192058663,0.7109375,0.0,4792
98,0.8648515625,0.828125,0.1386793455163621,113,11.0577392578125,0.09125897605660807,14.406089782714844,0.3268023729324341,,2.64574566823564,0.828125,0.0,4701
99,0.9046093749999999,0.8671875,0.1412839248434238,115,10.2093505859375,0.07940166311167164,15.664823532104492,0.17441131174564362,,2.6457487215320845,0.8671875,0.0,4790
100,0.623109375,0.5859375,0.16277847835224885,118,11.8544921875,0.07685869220735016,16.53839111328125,0.26870471239089966,,2.6457188683755,0.5859375,0.0,4758
101,0.747875,0.7109375,0.15227272727272728,118,11.64404296875,0.0898209508005702,15.61485767364502,0.28867611289024353,,2.6457370931033446,0.7109375,0.0,4728
102,0.57721875,0.5390625,0.15244776730848014,119,10.6064453125,0.0653461880293542,12.91861343383789,0.06363919377326965,,2.6457381096881156,0.5390625,0.0,4884
103,0.80334375,0.765625,0.13831882255389719,101,10.6534423828125,0.09081142163843063,10.248093605041504,-0.09267115592956543,,2.645737372359481,0.765625,0.0,4828
104,0.8029999999999999,0.765625,0.13845068951107398,109,11.587646484375,0.08868058137601291,15.436055183410645,0.2197972983121872,,2.6457450014326622,0.765625,0.0,4784
105,0.7566171875,0.71875,0.14201503294892917,105,12.304443359375,0.09398487214470415,11.47974967956543,0.18174216151237488,,2.6457161227182104,0.71875,0.0,4847
106,0.71,0.671875,0.14557739557739557,105,11.480224609375,0.08695289377415534,20.645984649658203,0.6097697615623474,,2.6457513110648425,0.671875,0.0,4880
107,0.826546875,0.7890625,0.14268229166666666,108,12.552001953125,0.09152703857221879,12.849471092224121,0.006211782339960337,,2.645750027684736,0.7890625,0.0,4798
108,0.654265625,0.6171875,0.1467551622418879,114,13.687255859375,0.09301158937916666,11.612663269042969,0.05534730106592178,,2.645711447511352,0.6171875,0.0,4746
109,0.8180859375,0.78125,0.13955770046669494,105,13.62457275390625,0.10790397525060574,14.65099811553955,0.021299777552485466,,2.6457513110646325,0.78125,0.0,4715
110,0.64809375,0.609375,0.13471437222446508,98,12.2626953125,0.09616755225836654,12.81214714050293,0.015311863273382187,,2.6457456795317484,0.609375,0.0,4956
111,0.80334375,0.765625,0.1396921641791045,110,13.6640625,0.10212548447887093,14.046870231628418,0.020180022343993187,,2.645725052041711,0.765625,0.0,4828
112,0.7866328125,0.75,0.13120869750586228,105,13.032958984375,0.11750317582471705,14.060088157653809,0.10710487514734268,,2.6457487163474736,0.75,0.0,4689
113,0.6703359375,0.6328125,0.1447067387687188,112,13.72412109375,0.10574874098248999,12.25987434387207,0.15644843876361847,,2.645727669158557,0.6328125,0.0,4803
114,0.74196875,0.703125,0.1422145154804986,110,12.7056884765625,0.10170845481761785,9.659954071044922,0.03697782754898071,,2.64575131106454,0.703125,0.0,4972
115,0.936296875,0.8984375,0.12938868236266005,105,13.15228271484375,0.09688471557590507,17.88149642944336,0.22262689471244812,,2.6457513110644646,0.8984375,0.0,4846
